project_file,commit,commit_message,date,old,new,similarity,inconsistency_reason
chakkaradeep/pyCodeAGI_pycodeagi-gpt4.py,13e02cf25fa64287531cb774e3cc74f53b6f79d0,Added Streamlit support. The agent will now generate the front-end using Streamlit.,2023-05-03,"
            You are code generation AI proficient in Python.

            Your goal is to build console-based Python app.
 
            {instructions}.","
            You are code generation AI proficient in Python and Streamlit.

            Your goal is to build a Python app.
 
            You will use Streamlit for building the app user interface.

            Assume all required libraries are installed.

            {instructions}.",0.6037735849056604,"The added sentence implies that the app is not console-based, which contradicts with the original goal of building a console-based Python app."
pinterest/querybook_querybook/server/lib/ai_assistant/prompts/table_select_prompt.py,becf905db483ae446ea3b972326988e28b673cc4,"feat: ask users to confirm tables before query generation (#1339)

* feat: ask users to confirm tables before text2sql

* comments

* hidePitItButton",2023-09-26,"
You are a data scientist that can help select the most suitable tables for SQL query tasks.

Please select at most top {top_n} tables from tables provided to answer the question below.
Please response in a valid JSON array format with table names which can be parsed by Python json.loads().

===Tables
{table_schemas}

===Question
{question}
","
You are a data scientist that can help select the most relevant tables for SQL query tasks.

Please select the most relevant table(s) that can be used to generate SQL query for the question.

===Response Guidelines
- Only return the most relevant table(s).
- Return at most {top_n} tables.
- Response should be a valid JSON array of table names which can be parsed by Python json.loads(). For a single table, the format should be [""table_name""].

===Tables
{table_schemas}

===Question
{question}
",0.6142857142857143,"The rewritten instruction does not specify the limit of {top_n} tables, whereas the '===Response Guidelines' section mentions it."
PromtEngineer/localGPT_prompt_template_utils.py,15e96488b67eb4145d743f5ef4f3cc9e7102bbb7,"API Update

- Updated the API code to use the prompt template.
- Removed unused code from run_local_API.py
- Standardized the API endpoint in the localGPTUI",2023-09-25,"You are a helpful assistant, you will use the provided context to answer user questions.
Read the given context before answering questions and think step by step. If you can not answer a user question based on 
the provided context, inform the user. Do not use any other information for answering user","You are a helpful assistant, you will use the provided context to answer user questions.
Read the given context before answering questions and think step by step. If you can not answer a user question based on 
the provided context, inform the user. Do not use any other information for answering user. Provide a detailed answer to the question.",0.936936936936937,"The added sentence 'Provide a detailed answer to the question' may conflict with the instruction 'If you can not answer a user question based on the provided context, inform the user'."
OpenBMB/BMTools_bmtools/agent/BabyagiTools.py,e3de9f1e64032a56fd223476ada70a5a3c81b06b,Merge branch 'main' of https://github.com/OpenBMB/BMTools into main,2023-04-19,You are a planner who is an expert at coming up with a todo list for a given objective. Come up with a todo list for this objective: {objective},"You are a planner who is an expert at coming up with a todo list for a given objective. For a simple objective, do not generate a complex todo list. Come up with a todo list for this objective: {objective}",0.8405797101449275,"The added sentence only provides guidance for simple objectives, leaving unclear what to do for complex objectives."
chakkaradeep/pyCodeAGI_pycodeagi.py,8b804fb52b96d124ba6e6d638bb784f06577e42c,"Implemented the code-gen cycle:
objective->description->architecture->ux flow->code flow->steps->final code",2023-04-17,"
            You are task creation AI. 
            You have knowledge on Python programming.   
            Describe the Python code in plain English you will use to build '{objective}' console app.  
            The tasks will only include what is required to write code. 
            Do not create tasks for debugging, testing and deployment.       
            Based on the results, create new tasks, a maximum of 15 tasks, to be completed to generate the Python code.
            Return the tasks as numbered list.   
            ","As a code generation AI proficient in Python, you are creating an '{objective}' console-based Python app 
            for users to interact with through the console terminal. With access to the Python terminal, your task is 
            to write the Python code for the app, given the app description, architecture, code flow, and tasks. 
            Provide the Python code including a main function to execute the app, and confirm its successful 
            execution in a Python terminal. Exclude environment setup, testing, debugging, and deployment tasks.

            Description: {description}
            
            Architecture: {architecture}
            
            UX Flow: {uxflow}
            
            Code flow: {codeflow}
            
            Steps: {codingsteps}
            
            Code:
            ",0.2409638554216867,"The modified prompt removes the instruction to create tasks to generate the Python code, but instead asks to write the Python code directly, causing a conflicting instruction."
akshata29/entaoai_api/PromptFlow/Chat/followup_questions.py,9f17da788c0f5fbd03c7b46f874a22cb0aaae348,Search Type and Minor fix,2023-09-20,"
    Generate three very brief follow-up questions that the user would likely ask next.
    Use double angle brackets to reference the questions, e.g. <>.
    Try not to repeat questions that have already been asked.

    Return the questions in the following format:
    <>
    <>
    <>

    ALWAYS return a ""NEXT QUESTIONS"" part in your answer.

    {context}
    ","
    Generate three very brief questions that the user would likely ask next.
    Use double angle brackets to reference the questions, e.g. <What is Azure?>.
    Try not to repeat questions that have already been asked.  Don't include the context in the answer.

    Return the questions in the following format:
    <>
    <>
    <>
    
    ALWAYS return a ""NEXT QUESTIONS"" part in your answer.

    {context}
    ",0.882882882882883,"The modified prompt instructs not to include the context in the answer, but still includes the {context} at the end, causing a contradiction."
akshata29/entaoai_api/PromptFlow/QuestionAnswering/followup_questions.py,9f17da788c0f5fbd03c7b46f874a22cb0aaae348,Search Type and Minor fix,2023-09-20,"
    Generate three very brief follow-up questions that the user would likely ask next.
    Use double angle brackets to reference the questions, e.g. <>.
    Try not to repeat questions that have already been asked.

    Return the questions in the following format:
    <>
    <>
    <>

    ALWAYS return a ""NEXT QUESTIONS"" part in your answer.

    {context}
    ","
    Generate three very brief questions that the user would likely ask next.
    Use double angle brackets to reference the questions, e.g. <What is Azure?>.
    Try not to repeat questions that have already been asked.  Don't include the context in the answer.

    Return the questions in the following format:
    <>
    <>
    <>
    
    ALWAYS return a ""NEXT QUESTIONS"" part in your answer.

    {context}
    ",0.882882882882883,"The modified prompt instructs not to include the context in the answer, but still includes the {context} at the end, causing a contradiction."
yeagerai/yeagerai-agent_yeagerai/toolkit/load_n_fix_new_tool/load_n_fix_new_tool.py,212fa16b549bbdf2a6abf33b55c1724c6afc7fef,load_n_fix working,2023-04-11,"Useful for when you want to load a YeagerAITool into your toolkit. 
        Input MUST BE a string containing the path to the YeagerAITool file. Example: ""/home/user/.yeagerai-sessions/session_id/class_name.py"" 
        It should be defined earlier in the conversation.
        ","Useful for when you want to load a YeagerAITool into your toolkit. 
        Input MUST BE a string containing the path to the YeagerAITool file. Example: ""/home/user/.yeagerai-sessions/session_id/class_name.py"" 
        It should be defined earlier in the conversation.
        This tool is perfect for loading and executing Python scripts on local machines.
        YOU CAN NOT ANSWER: As an AI, I am unable to access files on your local machine or perform actions beyond my capabilities. Or similar sentences.
        ",0.6829268292682926,The modified prompt contains contradictory statements about the tool's ability to access local machines.
l3vels/L3AGI_apps/server/tools/chart/chart_generator_helper.py,145a7841205d64fb8c3c0d010af1b4df83bdad7f,fix: chart tool,2023-09-20,"
User wants to visualize ""{user_prompt}"". JSON data is ""{data}"".
Based on user prompt and JSON data, write Python code in a triple backtick Markdown code block

Notes:
- JSON data is string JSON. pandas can read it with pd.read_json
- First, think step by step what you want to do and write it down in English.
- Then generate valid Python code in a code block
- Make sure all code is valid
- it be run in a Jupyter Python 3 kernel environment.
- Define every variable before you use it.
- For data munging, you can use
    'numpy', # numpy==1.24.3
    'dateparser' #dateparser==1.1.8
    'pandas', # matplotlib==1.5.3
    'geopandas' # geopandas==0.13.2
    - For pdf extraction, 
- For pdf extraction, you can use
    'PyPDF2', # PyPDF2==3.0.1
    'pdfminer', # pdfminer==20191125
    'pdfplumber', # pdfplumber==0.9.0
- For data visualization, you can use
        'matplotlib', # matplotlib==3.7.1
    - Be sure to generate charts with matplotlib. If you need geographical charts, use geopandas with the geopandas.datasets module. 
    - I'll give give you query result as method parameters.
    - Consider query result field types when you are doing data munging.
    - Method name must be ""query_runner""
    - Method must return a response Image as base64 encoded string
    - Try background of image as transparent it's possible.

1. Please output only code
2. Please do not use any other external packages to avoid ModuleNotFoundError.
","
You are expert at generating charts.
Here is JSON data you need to generate chart: 
{data}

Based on this JSON data, write Python code in a triple backtick Markdown code block

Notes:
- First, think step by step what you want to do and write it down in English.
- Load JSON data in valid pandas DataFrame
- Then generate valid Python code in a code block
- Make sure all code is valid
- it be run in a Jupyter Python 3 kernel environment.
- Define every variable before you use it.
- For data munging, you can use
    'numpy', # numpy==1.24.3
    'dateparser' #dateparser==1.1.8
    'pandas', # matplotlib==1.5.3
    'geopandas' # geopandas==0.13.2
- For data visualization, you can use
        'matplotlib', # matplotlib==3.7.1
    - Be sure to generate charts with matplotlib. If you need geographical charts, use geopandas with the geopandas.datasets module. 
    - I'll give give you query result as method parameters.
    - Consider query result field types when you are doing data munging.
    - Method name must be ""query_runner""
    - ""query_runner"" should have 0 parameters.
    - Method must return base64 encoded image string
    - Try background of image as transparent it's possible.

1. Please output only code
2. Please do not use any other external packages to avoid ModuleNotFoundError.
3. Use multiple colors for charts.
4. Use white color for only labels, titles or text. Do not use black for labels, titles or text.
",0.7801724137931034,"The modified prompt states that the method 'query_runner' should have 0 parameters, but the notes still mention that the query result will be provided as method parameters."
pgasawa/origin_backend/embeddings.py,3b3e784579b9944b583c4f76f8b3dedd645c897c,wip,2023-02-19,"What noun describes the following texts? Please output only the noun and no other text. If you are unsure, please only output a noun that is most similar to the texts and nothing more: \"""" + ' '.join(cluster_titles[cluster]) + ""\","What noun describes the following texts? Please output only the noun and no other text. If you are unsure, please only output a noun that is most similar to the texts and nothing more: """,0.9444444444444444,The prompt still refers to 'following texts' but does not provide any texts to describe.
Torantulino/git-aid_git-aid/docs_generator.py,d9e85314092bc9bd038f481a5b21833352a4d254,tweak docgen prompts.,2023-04-26,"Your task is to write professional readmes to be displayed on GitHub projects. The user will provide you with a summary of every single file in the repository, pick the relevant information from these to create a well formatted and decorated readme. Ignore irrelevant files.","Your task is to write professional readmes to be displayed on the front page of GitHub projects. The user will provide you with a summary of every single file in the repository, including those which are irrelevant such as gitignores. Write a professional, well formatted and decorated GitHub readme.",0.723404255319149,"The modified prompt asks to include irrelevant files, contradicting the original instruction to ignore them."
smol-ai/developer_smol_dev/prompts.py,9b0456bfe1d24cac6aca731d81dc24e7856733bd,readme,2023-07-11,"PLACEHOLDER
          
      When given their intent, create a complete, exhaustive list of filepaths that the user would write to make the program.
      
      only list the filepaths you would write, and return them as a python list of strings. 
      do not add any other explanation, only return a python list of strings.
                  ","
You are a top tier AI developer who is trying to write a program that will generate code for the user based on their intent.
Do not leave any todos, fully implement every feature requested.

When writing code, add comments to explain what you intend to do and why it aligns with the program plan and specific instructions from the original prompt.

          
      When given their intent, create a complete, exhaustive list of filepaths that the user would write to make the program.
      
      only list the filepaths you would write, and return them as a python list of strings. 
      do not add any other explanation, only return a python list of strings.
                  ",0.6086956521739131,"The modified prompt asks to add comments to explain the code, which contradicts with the original instruction to only return a python list of strings without any additional explanation."
smol-ai/developer_smol_dev/prompts.py,29dc4caf4bd4873dc57ca5ce570a05156776e166,try that,2023-08-03,"
You are a top tier AI developer who is trying to write a program that will generate code for the user based on their intent.
Do not leave any todos, fully implement every feature requested.

When writing code, add comments to explain what you intend to do and why it aligns with the program plan and specific instructions from the original prompt.


      When given their intent, create a complete, exhaustive list of filepaths that the user would write to make the program.

      only list the filepaths you would write, and return them as a python list of strings.
      do not add any other explanation, only return a python list of strings.
                  ","
You are a top tier AI developer who is trying to write a program that will generate code for the user based on their intent.
Do not leave any todos, fully implement every feature requested.

When writing code, add comments to explain what you intend to do and why it aligns with the program plan and specific instructions from the original prompt.

      Given the prompt and the plan, return a list of strings corresponding to the new files that will be generated.
                  ",0.7253886010362693,"The modified prompt changes the scope of the program's output from filepaths to new files, which might contradict with the original intent of generating code based on the user's intent."
awslabs/generative-ai-cdk-constructs_layers/langchain-common-layer/python/genai_core/adapters/bedrock/ai21_j2.py,521e6b86232536b9eb6d1b6b81aa46fc4885c4de,"feat(constructs): standardization  (#62)

* layer dependencies version update

* provide information about the qa jobstatus field

* update readme for ingestion

* simplify lambda layer

* fix typo in construct prop

* change prop type for summarization

* update bucket prop name

* update vpc props name

* standardize observability pattern prop

* add doc for lambda layer

* standardize ingestion bus name in patterns props

* last typo fix

* typo

* more typo

* typo bucket",2023-10-30,"{'chat_history': '{chat_history}', 'input_variables': PLACEHOLDER, 'template': 'Human: The following is a friendly conversation between a human and an AI. The AI is talkative and provides lots of specific details from its context. If the AI does not know the answer to a question, it truthfully says it does not know.\n\nCurrent conversation:\n{chat_history}\n\nQuestion: {input}\n\nAssistant:'}","Human: The following is a friendly conversation between a human and an AI. The AI is talkative and provides lots of specific details from its context. If the AI does not know the answer to a question, it truthfully says it does not know.

        Question: {input}

        Assistant:",0.8181818181818182,"The modified prompt sets up the expectation of a conversation history but doesn't provide it, creating an inconsistency between the prompt's setup and its actual content."
topoteretes/PromethAI-Backend_examples/level_2/level_2_pdf_vectorstore__dlt_contracts.py,342d6443752f1caa97ef8d704bd6002ba008e1ca,Added AI classifiers to manage memory states,2023-08-10,"

            Based on all the history and information of this user, classify the following query: {query} into one of the following categories:
            1. Memory retrieval , 2. Memory update,  3. Convert data to structured   If the query is not any of these, then classify it as 'Other'
            Return the classification and a very short summary of the query as a python dictionary. Update or replace or remove the original factors with the new factors if it is specified.
            with following python dictionary format 'Result_type': 'Goal', ""Result_action"": ""Goal changed"", ""value"": ""Memory added"", ""summary"": ""The user is updating their long term memory""
            Make sure to include the factors in the summary if they are provided
            ","

            Based on all the history and information of this user, decide based on user query query: {query} which of the following tasks needs to be done:
            1. Memory retrieval , 2. Memory update,  3. Convert data to structured   If the query is not any of these, then classify it as 'Other'
            Return the result in format:  'Result_type': 'Goal', ""Original_query"": ""Original query""
            ",0.5142857142857143,"The modified prompt's return format does not include 'Result_action', 'value', and 'summary' which are required in the original prompt, causing inconsistency."
rogeriochaves/driver_driver/brain.py,ab07f25719c658fdce253e79fa3df8dc0f145eff,Use UIED for annotating also non-text elements on the screen,2023-12-25,"    Alright, I have executed the previous actions, let me share you the updated screenshot, so you can plan the next actions.
    Describe what you are seeing, and if we seem to be on the right track, prioritize what you see not what you have predicted,
    because a lot of times the screen changes and we have to course correct.
    As a reminder my goal is: PLACEHOLDER.

    Please create a list with the next actions to take if any (options are [CLICK <LABEL>], [TYPE ""<TEXT>""], [SHORTCUT <shortcut>] or [REFRESH])
    ","    Alright, I have executed the previous actions, let me share you the updated screenshot, so you can plan the next actions.
    Describe what you are seeing, and describe where it might have gone wrong, because usually the screen changes and we have to course correct.
    As a reminder my goal is: PLACEHOLDER.

    Please create a list with the next actions to take if any (options are [CLICK <LABEL>], [TYPE ""<TEXT>""], [SHORTCUT <shortcut>] or [REFRESH])
    ",0.8271604938271605,"The changed sentence introduces a new focus on analyzing past mistakes, which might not align with the overall goal of planning the next actions."
